candidate_id,resume_file_name,candidate_name,primary_domain,primary_role,years_experience,highest_education,education_field,institution_tier,technical_skills_raw,tools_platforms_raw,soft_skills_raw,experience_summary,project_summary,key_achievements,management_experience_flag,people_management_flag,project_management_experience_flag,agile_scrum_experience_flag,client_facing_experience_flag,delivery_lead_experience_flag,cloud_experience_flag,ml_experience_flag,compliance_experience_flag,enterprise_systems_experience_flag,offshore_onsite_model_experience_flag,multi_vendor_coordination_flag,process_compliance_experience_flag,documentation_heavy_role_flag,mentoring_experience_flag,stakeholder_management_experience_flag,resume_length_words,keyword_density_score,profile_completeness_score
CND_101317,HRBusinessPartner_1317.pdf,Candidate_1317,HR,HR Business Partner,4,LLM,Human Resources,Tier-2,"HR Analytics, Employee Engagement, Recruitment, Payroll","Jira, Azure","Leadership, Communication","Over 4 years delivering solutions in hr, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of hr projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 13% and reduced rework or delays.,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,54,0.52,0.71
CND_101318,IT_candidate_1318.pdf,Candidate_1318,IT,Software Engineer,6,Bachelors,Information Technology,Tier-1,"Git, Pyhton, Kubernetes, Docker","GCP, Azure","Client Handling, Teamwork","6+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 23% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,57,0.83,0.69
CND_101319,MLEngineer_1319.pdf,Candidate_1319,Data Science,ML Engineer,10,MBA,Data Science,Tier-1,"Python, TensorFlow, SQL, Power BI","AWS, Confluence","Communication, Client Handling","Over 10 years delivering solutions in data science, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 20% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,58,0.74,0.92
CND_101320,SeniorSoftwareEngineer_1320.pdf,Candidate_1320,IT,Senior Software Engineer,12,Bachelors,Computer Science,Tier-2,"AWS, SQL, Linux, Docker","AWS, Jira","Teamwork, Problem Solving","12+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 14% and reduced rework or delays.,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,55,0.52,0.76
CND_101321,FullStackDeveloper_1321.pdf,Candidate_1321,IT,Full Stack Developer,8,Masters,Information Technology,Tier-1,"Java, AWS, Python, Linux","AWS, GCP","Problem Solving, Communication","Over 8 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 11% and reduced rework or delays.,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,53,0.89,0.63
CND_101322,IT_candidate_1322.pdf,Candidate_1322,IT,Senior Software Engineer,15,Bachelors,Information Technology,Tier-1,"SQL, Linux, Docekr, Java","GCP, Azure","Client Handling, Teamwork","15+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 17% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,58,0.78,0.69
CND_101323,profile_1323.pdf,Candidate_1323,Data Science,Junior Data Scientist,2,Bachelors,Mathematics,Tier-3,"Power BI, Machine Learning, SQL, TensorFlow","Confluence, AWS","Client Handling, Teamwork","Hands-on data science professional with 2+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 31% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,54,0.75,0.65
CND_101324,profile_1324.pdf,Candidate_1324,HR,HR Executive,1,,Psychology,Tier-3,"Payroll, Employee Engagement, HR Analytics, HRMS","ServiceNow, AWS","Client Handling, Leadership","Over 1 years delivering solutions in hr, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple hr initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 39% and helped reduce incidents or defects through better practices.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,0.44,0.95
CND_101325,profile_1325.pdf,Candidate_1325,IT,Software Engineer,8,LLM,Computer Science,Tier-3,"Kubernetse, Git, Docker, Linux","AWS, Confluence","Problem Solving, Client Handling","8+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 38% and reduced rework or delays.,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,56,0.68,0.61
CND_101326,resume_1326_Software_Engineer.pdf,Candidate_1326,IT,Software Engineer,9,,Computer Science,Tier-2,"Java, Python, AWS, Kubenretes","Jira, AWS","Teamwork, Communication","Hands-on it professional with 9+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 44% and helped reduce incidents or defects through better practices.,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,49,0.7,0.82
CND_101327,IT_candidate_1327.pdf,Candidate_1327,IT,Senior Software Engineer,20,LLM,Computer Science,Tier-2,"Linux, Kubernetes, Git, SQL","ServiceNow, Jira","Teamwork, Leadership","20+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 44% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,56,0.38,0.68
CND_101328,MLEngineer_1328.pdf,Candidate_1328,Data Science,ML Engineer,4,,Statistics,Tier-2,"SQL, Machine Learning, Pandas, Python","GCP, Jira","Leadership, Client Handling","Over 4 years delivering solutions in data science, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 41% and reduced rework or delays.,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,57,0.55,0.66
CND_101329,profile_1329.pdf,Candidate_1329,HR,Talent Acquisition Specialist,10,MBA,Human Resources,Tier-3,"Recruitment, Payroll, HR Analytics, HRMS","Confluence, Jira","Problem Solving, Client Handling","Over 10 years delivering solutions in hr, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 23% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,59,0.63,0.74
CND_101330,IT_candidate_1330.pdf,Candidate_1330,IT,Senior Software Engineer,10,Masters,Computer Science,Tier-1,"Python, Git, Linux, AWS","Confluence, AWS","Leadership, Client Handling","Over 10 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 44% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,54,0.66,0.65
CND_101331,JuniorDataScientist_1331.pdf,Candidate_1331,Data Science,Junior Data Scientist,1,MBA,Statistics,Tier-3,"NLP, Pandas, TensorFlow, Machine Learning","Azure, GCP","Problem Solving, Leadership","Over 1 years delivering solutions in data science, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 18% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,58,0.33,0.62
CND_101332,profile_1332.pdf,Candidate_1332,IT,DevOps Engineer,6,Bachelors,Information Technology,Tier-2,"AWS, SQL, Docker, Python","Confluence, Azure","Communication, Client Handling","Hands-on it professional with 6+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.","Contributed to 40% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,51,0.49,0.85
CND_101333,DataScientist_1333.pdf,Candidate_1333,Data Science,Data Scientist,8,Bachelors,Statistics,Tier-1,"TensorFlow, Pandas, Power BI, SQL","Azure, GCP","Leadership, Problem Solving","Hands-on data science professional with 8+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.","Contributed to 21% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,54,0.81,0.61
CND_101334,Engineering_candidate_1334.pdf,Candidate_1334,Engineering,Junior Mechanical Engineer,1,LLM,Mechanical Engineering,Tier-3,"Manufacturing, Quality Control, CAD, SolidWorks","Jira, Azure","Teamwork, Problem Solving","1+ years of experience in engineering roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of engineering projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 44% and helped reduce incidents or defects through better practices.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0.6,0.68
CND_101335,SeniorSoftwareEngineer_1335.pdf,Candidate_1335,IT,Senior Software Engineer,11,Bachelors,Computer Science,Tier-3,"AWS, Docekr, Python, SQL","ServiceNow, Confluence","Client Handling, Problem Solving","Hands-on it professional with 11+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 30% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,55,0.77,0.75
CND_101336,ComplianceOfficer_1336.pdf,Candidate_1336,Legal,Compliance Officer,4,MBA,Law,Tier-1,"Compliance, Contract Drafting, Legal Research, Due Diligence","Confluence, AWS","Communication, Teamwork","Over 4 years delivering solutions in legal, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 39% and helped reduce incidents or defects through better practices.,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,58,0.82,0.88
CND_101337,FullStackDeveloper_1337.pdf,Candidate_1337,IT,Full Stack Developer,5,Masters,,Tier-1,"Git, Java, Docker, SQL","Azure, AWS","Leadership, Problem Solving","Hands-on it professional with 5+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 32% and reduced rework or delays.,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,49,0.74,0.65
CND_101338,IT_candidate_1338.pdf,Candidate_1338,IT,Senior Software Engineer,14,MBA,Computer Science,Tier-1,"Git, Python, AWS, Docker","AWS, Jira","Communication, Leadership","Hands-on it professional with 14+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 12% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,54,0.42,0.86
CND_101339,SoftwareEngineer_1339.pdf,Candidate_1339,IT,Software Engineer,3,LLM,Computer Science,Tier-2,"Docker, Java, Linux, Pytohn","Jira, GCP","Communication, Problem Solving","Over 3 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 20% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,54,0.89,0.79
CND_101340,LitigationLawyer_1340.pdf,Candidate_1340,Legal,Litigation Lawyer,9,Masters,Law,Tier-1,"Legal Research, Due Diligence, Contract Drafting, Compliance","Azure, Confluence","Communication, Problem Solving","9+ years of experience in legal roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 27% and reduced rework or delays.,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,60,0.67,0.61
CND_101341,Data Science_candidate_1341.pdf,Candidate_1341,Data Science,Data Scientist,4,MBA,Data Science,Tier-3,"NLP, Python, Power BI, Pandas","ServiceNow, Jira","Teamwork, Leadership","Hands-on data science professional with 4+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of data science projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 26% and helped reduce incidents or defects through better practices.,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,55,0.27,0.73
CND_101342,CorporateLawyer_1342.pdf,Candidate_1342,Legal,Corporate Lawyer,3,Bachelors,Law,Tier-3,"Legal Research, Due Diligence, Compliance, Contract Drafting","GCP, Confluence","Problem Solving, Communication","Hands-on legal professional with 3+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 17% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,59,0.46,0.79
CND_101343,profile_1343.pdf,Candidate_1343,IT,Cloud Engineer,7,Masters,Information Technology,Tier-3,"AWS, SQL, Git, Linux","ServiceNow, AWS","Teamwork, Communication","7+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Improved process efficiency by 20% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,55,0.75,0.9
CND_101344,SoftwareEngineer_1344.pdf,Candidate_1344,IT,Software Engineer,7,MBA,Information Technology,Tier-1,"Python, SQL, Java, Git","Jira, ServiceNow","Communication, Leadership","7+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 16% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,56,0.78,0.74
CND_101345,profile_1345.pdf,Candidate_1345,IT,Software Engineer,6,Masters,,Tier-1,"Linux, SQL, Git, Kubernetes","ServiceNow, Jira","Client Handling, Leadership","6+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 36% and reduced rework or delays.,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,55,0.7,0.9
CND_101346,JuniorSoftwareEngineer_1346.pdf,Candidate_1346,IT,Junior Software Engineer,1,MBA,Computer Science,Tier-1,"Linux, Java, Docker, Kubernetes","GCP, AWS","Client Handling, Leadership","Hands-on it professional with 1+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 39% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,54,0.77,0.62
CND_101347,profile_1347.pdf,Candidate_1347,Legal,Corporate Lawyer,9,Masters,Law,Tier-3,"Compliance, Legal Research, Contract Draftign, Due Diligence","AWS, GCP","Leadership, Teamwork","Over 9 years delivering solutions in legal, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple legal initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 22% and helped reduce incidents or defects through better practices.,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,53,0.63,0.62
CND_101348,profile_1348.pdf,Candidate_1348,IT,Software Engineer,8,MBA,Information Technology,Tier-2,"Kubernetes, Docker, SQL, Linux","ServiceNow, AWS","Client Handling, Teamwork","Over 8 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 43% and reduced rework or delays.,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,53,0.55,0.75
CND_101349,profile_1349.pdf,Candidate_1349,Data Science,ML Engineer,5,MBA,Data Science,Tier-1,"Power BI, Python, Machine Learning, Pandas","GCP, Confluence","Problem Solving, Teamwork","Over 5 years delivering solutions in data science, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Improved process efficiency by 18% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,59,0.71,0.85
CND_101350,DataScientist_1350.pdf,Candidate_1350,Data Science,Data Scientist,7,LLM,Statistics,Tier-1,"Python, SQL, TensorFlow, Machine Learning","AWS, ServiceNow","Teamwork, Client Handling","Over 7 years delivering solutions in data science, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 29% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,54,0.86,0.68
CND_101351,resume_1351_Junior_Software_Engineer.pdf,Candidate_1351,IT,Junior Software Engineer,4,Masters,Information Technology,Tier-3,"Kubernetes, Linux, Java, SQL","Confluence, Jira","Communication, Leadership","Hands-on it professional with 4+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 21% and reduced rework or delays.,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,51,0.78,0.81
CND_101352,resume_1352_Junior_Data_Scientist.pdf,Candidate_1352,Data Science,Junior Data Scientist,3,MBA,Data Science,Tier-1,"Power BI, NLP, TensorFlow, Pandas","Jira, GCP","Teamwork, Client Handling","3+ years of experience in data science roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 21% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,56,0.83,0.95
CND_101353,IT_candidate_1353.pdf,Candidate_1353,IT,Software Engineer,6,MBA,Information Technology,Tier-3,"Python, Git, Kubernetes, Docker","AWS, Azure","Teamwork, Communication","Hands-on it professional with 6+ years of end-to-end delivery experience spanning design, development, testing and release.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 23% and reduced rework or delays.,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,51,0.27,0.57
CND_101354,resume_1354_Software_Engineer.pdf,Candidate_1354,IT,Software Engineer,7,MBA,Information Technology,Tier-1,"Java, SQL, Docker, Python","Jira, AWS","Client Handling, Teamwork","Hands-on it professional with 7+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 20% and helped reduce incidents or defects through better practices.,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,50,0.39,0.6
CND_101355,profile_1355.pdf,Candidate_1355,IT,Software Engineer,7,Bachelors,Computer Science,Tier-2,"Linux, Docker, Jaav, SQL","AWS, ServiceNow","Problem Solving, Client Handling","7+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.",Supported initiatives that increased team productivity by 8% and reduced rework or delays.,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,56,0.87,0.73
CND_101356,IT_candidate_1356.pdf,Candidate_1356,IT,Junior Software Engineer,4,LLM,Information Technology,Tier-2,"Docker, SQL, Git, Java","ServiceNow, Jira","Leadership, Communication","Over 4 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 12% and reduced rework or delays.,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,49,0.81,0.64
CND_101357,profile_1357.pdf,Candidate_1357,IT,Full Stack Developer,4,MBA,Information Technology,Tier-3,"Docker, Git, Java, AWS","ServiceNow, Azure","Communication, Problem Solving","Hands-on it professional with 4+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 22% and helped reduce incidents or defects through better practices.,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,0,50,0.58,0.92
CND_101358,profile_1358.pdf,Candidate_1358,HR,HR Executive,4,Masters,Human Resources,Tier-3,"Recruitment, Payroll, HRMS, HR Analytics","ServiceNow, AWS","Leadership, Communication","Over 4 years delivering solutions in hr, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple hr initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 28% and reduced rework or delays.,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,50,0.66,0.65
CND_101359,IT_candidate_1359.pdf,Candidate_1359,IT,Software Engineer,3,,Computer Science,Tier-3,"SQL, Docker, Git, AWS","Confluence, GCP","Problem Solving, Communication","Over 3 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 41% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,55,0.3,0.69
CND_101360,IT_candidate_1360.pdf,Candidate_1360,IT,Full Stack Developer,7,LLM,Computer Science,Tier-3,"Docker, Python, SQL, Linux","ServiceNow, GCP","Problem Solving, Teamwork","7+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 41% and reduced rework or delays.,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,52,0.34,0.94
CND_101361,IT_candidate_1361.pdf,Candidate_1361,IT,Junior Software Engineer,1,Bachelors,Information Technology,Tier-1,"Linux, Git, Java, Python","AWS, ServiceNow","Leadership, Problem Solving","Over 1 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 36% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,55,0.87,0.94
CND_101362,resume_1362_ML_Engineer.pdf,Candidate_1362,Data Science,ML Engineer,10,Bachelors,Data Science,Tier-2,"Python, SQL, TensorFlow, NLP","GCP, Jira","Communication, Problem Solving","Hands-on data science professional with 10+ years of end-to-end delivery experience spanning design, development, testing and release.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 34% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,57,0.76,0.64
CND_101363,resume_1363_Cloud_Engineer.pdf,Candidate_1363,IT,Cloud Engineer,3,MBA,Computer Science,Tier-1,"AWS, SQL, Docker, Java","Jira, ServiceNow","Teamwork, Client Handling","Hands-on it professional with 3+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 11% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,50,0.77,0.73
CND_101364,JuniorDataScientist_1364.pdf,Candidate_1364,Data Science,Junior Data Scientist,3,Masters,Statistics,Tier-3,"TensorFlow, SQL, Machine Learning, NLP","ServiceNow, Azure","Communication, Teamwork","Hands-on data science professional with 3+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 26% and helped reduce incidents or defects through better practices.,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,52,0.5,0.7
CND_101365,resume_1365_Junior_Software_Engineer.pdf,Candidate_1365,IT,Junior Software Engineer,2,MBA,Computer Science,Tier-3,"Linux, Docker, AWS, Python","Jira, GCP","Leadership, Teamwork","Over 2 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.","Contributed to 38% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,51,0.69,0.63
CND_101366,resume_1366_Senior_Software_Engineer.pdf,Candidate_1366,IT,Senior Software Engineer,12,Bachelors,Computer Science,Tier-3,"Java, SQL, Pyhton, Git","AWS, Jira","Communication, Leadership","Hands-on it professional with 12+ years of end-to-end delivery experience spanning design, development, testing and release.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.",Improved process efficiency by 45% and helped reduce incidents or defects through better practices.,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,49,0.45,0.62
CND_101367,resume_1367_Compliance_Officer.pdf,Candidate_1367,Legal,Compliance Officer,6,MBA,Law,Tier-2,"Legal Research, Contract Drafting, Compliance, Due Diligence","ServiceNow, GCP","Teamwork, Problem Solving","Over 6 years delivering solutions in legal, collaborating with cross-functional teams and stakeholders to meet business goals.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.","Contributed to 17% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,60,0.75,0.95
CND_101368,profile_1368.pdf,Candidate_1368,IT,Software Engineer,9,Masters,Computer Science,Tier-3,"Docker, SQL, Git, AWS","ServiceNow, GCP","Communication, Leadership","9+ years of experience in it roles, working across multiple projects from requirements analysis to deployment and post-production support.","Led implementation of it projects for enterprise clients, focusing on scalability, stability and performance.","Contributed to 20% improvement in key KPIs such as throughput, response time or customer satisfaction.",1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,56,0.73,0.8
CND_101369,CorporateLawyer_1369.pdf,Candidate_1369,Legal,Corporate Lawyer,3,MBA,Law,Tier-2,"Legal Reesarch, Contract Drafting, Compliance, Due Diligence","ServiceNow, Jira","Leadership, Problem Solving","Over 3 years delivering solutions in legal, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple legal initiatives including migrations, enhancements and greenfield builds.","Contributed to 16% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,55,0.41,0.86
CND_101370,IT_candidate_1370.pdf,Candidate_1370,IT,Cloud Engineer,7,Masters,Information Technology,Tier-2,"Kubernetes, Pythno, Dokcer, Linux","Confluence, Jira","Leadership, Client Handling","Over 7 years delivering solutions in it, collaborating with cross-functional teams and stakeholders to meet business goals.","Worked on multiple it initiatives including migrations, enhancements and greenfield builds.","Contributed to 21% improvement in key KPIs such as throughput, response time or customer satisfaction.",0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,52,0.67,0.7
CND_101371,JuniorDataScientist_1371.pdf,Candidate_1371,Data Science,Junior Data Scientist,1,Masters,Mathematics,Tier-1,"Python, NLP, Power BI, TensorFlow","Azure, Confluence","Client Handling, Communication","1+ years of experience in data science roles, working across multiple projects from requirements analysis to deployment and post-production support.","Worked on multiple data science initiatives including migrations, enhancements and greenfield builds.",Supported initiatives that increased team productivity by 11% and reduced rework or delays.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,55,0.54,0.61
CND_101372,profile_1372.pdf,Candidate_1372,Engineering,Mechanical Engineer,4,MBA,Mechanical Engineering,Tier-2,"Quality Control, SolidWorks, CAD, Manufacturing","ServiceNow, Azure","Teamwork, Problem Solving","4+ years of experience in engineering roles, working across multiple projects from requirements analysis to deployment and post-production support.","Delivered project components on time and within scope, coordinating with teams in offshore and onsite locations.",Supported initiatives that increased team productivity by 40% and reduced rework or delays.,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,58,0.35,0.92
